,Title,Text,Summary,URL
605,Under the Seas - Wikipedia,"Yves,[b] a fisherman, comes home after a tiring day of fishing and soon falls asleep. In his dream, he is visited by the Fairy of the Ocean, who leads him to a submarine. Yves is made Lieutenant-in-Command and sets off on a submarine voyage.
","Yves,[b] a fisherman, comes home after a tiring day of fishing and soon falls asleep. In his dream, he is visited by the Fairy of the Ocean, who leads him to a submarine. Yves is made Lieutenant-in-Command and sets off on a submarine voyage.
",https://en.wikipedia.org/wiki/Under_the_Seas
606,From the Earth to the Moon (film) - Wikipedia,"From the Earth to the Moon is a film adaptation of Jules Verne's 1865 science fiction novel of the same name.
","From the Earth to the Moon is a film adaptation of Jules Verne's 1865 science fiction novel of the same name.
",https://en.wikipedia.org/wiki/From_the_Earth_to_the_Moon_(film)
607,Journey to the Center of the Earth - Wikipedia,"The category of subterranean fiction existed well before Verne. However his novel's distinction lay in its well-researched Victorian science and its inventive contribution to the science-fiction subgenre of time travel—Verne's innovation was the concept of a prehistoric realm still existing in the present-day world. Journey inspired many later authors, including Sir Arthur Conan Doyle in his novel The Lost World, Edgar Rice Burroughs in his Pellucidar series,[citation needed] and J. R. R. Tolkien in The Hobbit.[1]
","The category of subterranean fiction existed well before Verne. However his novel's distinction lay in its well-researched Victorian science and its inventive contribution to the science-fiction subgenre of time travel—Verne's innovation was the concept of a prehistoric realm still existing in the present-day world. Journey inspired many later authors, including Sir Arthur Conan Doyle in his novel The Lost World, Edgar Rice Burroughs in his Pellucidar series,[citation needed] and J. R. R. Tolkien in The Hobbit.[1]
",https://en.wikipedia.org/wiki/Journey_to_the_Center_of_the_Earth
608,H. G. Wells - Wikipedia,"Herbert George Wells[1][2] (21 September 1866 – 13 August 1946) was an English writer. Prolific in many genres, he wrote more than fifty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography and autobiography. Wells is now best remembered for his science fiction novels and has been called the ""father of science fiction.""[3][4]
","Herbert George Wells[1][2] (21 September 1866 – 13 August 1946) was an English writer. Prolific in many genres, he wrote more than fifty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography and autobiography. Wells is now best remembered for his science fiction novels and has been called the ""father of science fiction.""[3][4]
",https://en.wikipedia.org/wiki/H._G._Wells
609,The Island of Doctor Moreau - Wikipedia,"The Island of Doctor Moreau is an 1896 science fiction novel by English author H. G. Wells (1866–1946). The text of the novel is the narration of Edward Prendick who is a shipwrecked man rescued by a passing boat. He is left on the island home of Doctor Moreau, a mad scientist who creates human-like hybrid beings from animals via vivisection. The novel deals with a number of philosophical themes, including pain and cruelty, moral responsibility, human identity, and human interference with nature.[2] Wells described it as ""an exercise in youthful blasphemy.""[3]
","The Island of Doctor Moreau is an 1896 science fiction novel by English author H. G. Wells (1866–1946). The text of the novel is the narration of Edward Prendick who is a shipwrecked man rescued by a passing boat. He is left on the island home of Doctor Moreau, a mad scientist who creates human-like hybrid beings from animals via vivisection. The novel deals with a number of philosophical themes, including pain and cruelty, moral responsibility, human identity, and human interference with nature.[2] Wells described it as ""an exercise in youthful blasphemy.""[3]
",https://en.wikipedia.org/wiki/The_Island_of_Doctor_Moreau
610,The War of the Worlds - Wikipedia,"
","
",https://en.wikipedia.org/wiki/The_War_of_the_Worlds_(novel)
611,The Sleeper Awakes - Wikipedia,"The Sleeper Awakes is a dystopian science fiction novel by English writer H. G. Wells, about a man who sleeps for two hundred and three years, waking up in a completely transformed London in which he has become the richest man in the world. The main character awakes to see his dreams realised, and the future revealed to him in all its horrors and malformities.
","The Sleeper Awakes is a dystopian science fiction novel by English writer H. G. Wells, about a man who sleeps for two hundred and three years, waking up in a completely transformed London in which he has become the richest man in the world. The main character awakes to see his dreams realised, and the future revealed to him in all its horrors and malformities.
",https://en.wikipedia.org/wiki/The_Sleeper_Awakes
612,John W. Campbell - Wikipedia,"John Wood Campbell Jr. (June 8, 1910 – July 11, 1971) was an American science fiction writer and editor. He was editor of Astounding Science Fiction (later called Analog Science Fiction and Fact) from late 1937 until his death and was part of the Golden Age of Science Fiction. Campbell wrote super-science space opera under his own name and stories under his primary pseudonym, Don A. Stuart. Campbell also used the pen names Karl Van Kampen and Arthur McCann.[1] His novella Who Goes There? was adapted as the films The Thing from Another World (1951), The Thing (1982), and The Thing (2011).
","John Wood Campbell Jr. (June 8, 1910 – July 11, 1971) was an American science fiction writer and editor. He was editor of Astounding Science Fiction (later called Analog Science Fiction and Fact) from late 1937 until his death and was part of the Golden Age of Science Fiction. Campbell wrote super-science space opera under his own name and stories under his primary pseudonym, Don A. Stuart. Campbell also used the pen names Karl Van Kampen and Arthur McCann.[1] His novella Who Goes There? was adapted as the films The Thing from Another World (1951), The Thing (1982), and The Thing (2011).
",https://en.wikipedia.org/wiki/John_W._Campbell
613,Robert A. Heinlein - Wikipedia,"Robert Anson Heinlein (/ˈhaɪnlaɪn/;[2][3][4] July 7, 1907 – May 8, 1988) was an American science fiction author, aeronautical engineer, and naval officer. Sometimes called the ""dean of science fiction writers"",[5] he was among the first to emphasize scientific accuracy in his fiction, and was thus a pioneer of the subgenre of hard science fiction. His published works, both fiction and non-fiction, express admiration for competence and emphasize the value of critical thinking.[6] His plots often posed provocative situations which challenged conventional social mores.[7] His work continues to have an influence on the science-fiction genre, and on modern culture more generally.
","Robert Anson Heinlein (/ˈhaɪnlaɪn/;[2][3][4] July 7, 1907 – May 8, 1988) was an American science fiction author, aeronautical engineer, and naval officer. Sometimes called the ""dean of science fiction writers"",[5] he was among the first to emphasize scientific accuracy in his fiction, and was thus a pioneer of the subgenre of hard science fiction. His published works, both fiction and non-fiction, express admiration for competence and emphasize the value of critical thinking.[6] His plots often posed provocative situations which challenged conventional social mores.[7] His work continues to have an influence on the science-fiction genre, and on modern culture more generally.
",https://en.wikipedia.org/wiki/Robert_A._Heinlein
614,The Puppet Masters (film) - Wikipedia,"When a flying saucer reportedly lands in rural Iowa, Andrew Nivens (who runs a secret branch of the Central Intelligence Agency tasked with investigating extraterrestrial activity) sends two agents from their local office to investigate the crash site.  After the two agents disappear shortly after their arrival, Andrew now goes in person, accompanied by agents Sam Nivens (his son) and Jarvis, as well as Dr. Mary Sefton, a NASA specialist. After meeting with a local television station manager, they encounter people who appear to display no emotions. To test this theory, Mary partially opens her blouse however the television station manager ignores her attempts to seduce him. Suspecting that the man is not who he appears to be, Sam attempts to take him into custody however a brutal fight takes place in the man's office, killing the manager. The team then locates an alien, that looks like a slug, attached to the man's back. The team manages to capture the alien and after a chase where multiple infected town citizens attempt to stop them, they successfully return to their plane.
","When a flying saucer reportedly lands in rural Iowa, Andrew Nivens (who runs a secret branch of the Central Intelligence Agency tasked with investigating extraterrestrial activity) sends two agents from their local office to investigate the crash site.  After the two agents disappear shortly after their arrival, Andrew now goes in person, accompanied by agents Sam Nivens (his son) and Jarvis, as well as Dr. Mary Sefton, a NASA specialist. After meeting with a local television station manager, they encounter people who appear to display no emotions. To test this theory, Mary partially opens her blouse however the television station manager ignores her attempts to seduce him. Suspecting that the man is not who he appears to be, Sam attempts to take him into custody however a brutal fight takes place in the man's office, killing the manager. The team then locates an alien, that looks like a slug, attached to the man's back. The team manages to capture the alien and after a chase where multiple infected town citizens attempt to stop them, they successfully return to their plane.
",https://en.wikipedia.org/wiki/The_Puppet_Masters_(film)
615,Nightfall (Asimov novelette and novel) - Wikipedia,"Written from 17 March to 9 April 1941 and sold on 24 April, the short story was published in the September 1941 issue of Astounding Science Fiction under editor John W. Campbell. It was the 32nd story by Asimov, written while he was a graduate student in chemistry at Columbia University. Campbell asked Asimov to write the story after discussing with him a quotation from Ralph Waldo Emerson:[1]
","Written from 17 March to 9 April 1941 and sold on 24 April, the short story was published in the September 1941 issue of Astounding Science Fiction under editor John W. Campbell. It was the 32nd story by Asimov, written while he was a graduate student in chemistry at Columbia University. Campbell asked Asimov to write the story after discussing with him a quotation from Ralph Waldo Emerson:[1]
",https://en.wikipedia.org/wiki/Nightfall_(Asimov)
616,"I, Robot - Wikipedia","I, Robot is a fixup (compilation) novel of science fiction short stories or essays by American writer Isaac Asimov.  The stories originally appeared in the American magazines Super Science Stories and Astounding Science Fiction between 1940 and 1950 and were then compiled into a book for stand-alone (single issue / special edition) publication by Gnome Press in 1950, in an initial edition of 5,000 copies.  The stories are woven together by a framing narrative in which the fictional Dr. Susan Calvin tells each story to a reporter (who serves as the narrator) in the 21st century.  Although the stories can be read separately, they share a theme of the interaction of humans, robots, and morality, and when combined they tell a larger story of Asimov's fictional history of robotics.[citation needed]
","I, Robot is a fixup (compilation) novel of science fiction short stories or essays by American writer Isaac Asimov.  The stories originally appeared in the American magazines Super Science Stories and Astounding Science Fiction between 1940 and 1950 and were then compiled into a book for stand-alone (single issue / special edition) publication by Gnome Press in 1950, in an initial edition of 5,000 copies.  The stories are woven together by a framing narrative in which the fictional Dr. Susan Calvin tells each story to a reporter (who serves as the narrator) in the 21st century.  Although the stories can be read separately, they share a theme of the interaction of humans, robots, and morality, and when combined they tell a larger story of Asimov's fictional history of robotics.[citation needed]
","https://en.wikipedia.org/wiki/I,_Robot"
617,Academy Award for Best Visual Effects - Wikipedia,"The Academy of Motion Picture Arts and Sciences first recognized the technical contributions of special effects to movies at its inaugural dinner in 1929, presenting a plaque for ""Best Engineering Effects"" to the first Best Picture Oscar winner, the World War I flying drama Wings.
","The Academy of Motion Picture Arts and Sciences first recognized the technical contributions of special effects to movies at its inaugural dinner in 1929, presenting a plaque for ""Best Engineering Effects"" to the first Best Picture Oscar winner, the World War I flying drama Wings.
",https://en.wikipedia.org/wiki/Academy_Award_for_Visual_Effects
618,Ray Bradbury - Wikipedia,"
","
",https://en.wikipedia.org/wiki/Ray_Bradbury
619,The Illustrated Man (film) - Wikipedia,"Set in the backroads of America, the film enacts three of Bradbury's short stories set in the future, with Steiger as a man named Carl telling tales behind some of his tattoos, which he insists are not to be called tattoos, but only ever ""skin illustrations"", which come to life and tell the illustration's story when stared at directly. The stories are about virtual reality (""The Veldt""), a mysterious planet (""The Long Rain"") and the end of the world (""The Last Night of the World""). Carl, accompanied by his dog, Peke, tells his tales to Willie, a traveler. The tie-in prologue tells of how Carl came to be tattooed after he encountered a mysterious woman named Felicia (Claire Bloom) in a remote farmhouse. The plot comes to a terrifying conclusion when Willie looks at the only blank patch of skin on Carl's body and sees an image of his own murder at Carl's hands. Willie attempts to kill Carl and then flees into the night, pursued by a still-living Carl, with the audience left undetermined as to Willie's fate.
","Set in the backroads of America, the film enacts three of Bradbury's short stories set in the future, with Steiger as a man named Carl telling tales behind some of his tattoos, which he insists are not to be called tattoos, but only ever ""skin illustrations"", which come to life and tell the illustration's story when stared at directly. The stories are about virtual reality (""The Veldt""), a mysterious planet (""The Long Rain"") and the end of the world (""The Last Night of the World""). Carl, accompanied by his dog, Peke, tells his tales to Willie, a traveler. The tie-in prologue tells of how Carl came to be tattooed after he encountered a mysterious woman named Felicia (Claire Bloom) in a remote farmhouse. The plot comes to a terrifying conclusion when Willie looks at the only blank patch of skin on Carl's body and sees an image of his own murder at Carl's hands. Willie attempts to kill Carl and then flees into the night, pursued by a still-living Carl, with the audience left undetermined as to Willie's fate.
",https://en.wikipedia.org/wiki/The_Illustrated_Man_(film)
620,Kurt Vonnegut - Wikipedia,"Kurt Vonnegut Jr. (November 11, 1922 – April 11, 2007) was an American writer known for his satirical and darkly humorous novels.[1] In a career spanning over 50 years, he published fourteen novels, three short-story collections, five plays, and five nonfiction works; further collections have been published after his death.
","Kurt Vonnegut Jr. (November 11, 1922 – April 11, 2007) was an American writer known for his satirical and darkly humorous novels.[1] In a career spanning over 50 years, he published fourteen novels, three short-story collections, five plays, and five nonfiction works; further collections have been published after his death.
",https://en.wikipedia.org/wiki/Kurt_Vonnegut
621,Slaughterhouse-Five (film) - Wikipedia,"Slaughterhouse-Five premiered at the 25th Cannes Film Festival, where it won the Jury Prize and was nominated for the Palme d'Or. The film also won a Hugo Award for Best Dramatic Presentation and a Saturn Award for Best Science Fiction Film. Sacks was nominated for a Golden Globe Award for Most Promising Newcomer – Male for his portrayal of Pilgrim.
","Slaughterhouse-Five premiered at the 25th Cannes Film Festival, where it won the Jury Prize and was nominated for the Palme d'Or. The film also won a Hugo Award for Best Dramatic Presentation and a Saturn Award for Best Science Fiction Film. Sacks was nominated for a Golden Globe Award for Most Promising Newcomer – Male for his portrayal of Pilgrim.
",https://en.wikipedia.org/wiki/Slaughterhouse-Five_(film)
622,Breakfast of Champions - Wikipedia,"Breakfast of Champions tells the story of the events that lead up to the meeting of Kilgore Trout and Dwayne Hoover, the meeting itself, and the immediate aftermath. Trout is a struggling science fiction writer who, after their fateful meeting, becomes successful and wins a Nobel Prize; Hoover is a wealthy businessman who is going insane, sent over the brink by his encounter with Trout.
","Breakfast of Champions tells the story of the events that lead up to the meeting of Kilgore Trout and Dwayne Hoover, the meeting itself, and the immediate aftermath. Trout is a struggling science fiction writer who, after their fateful meeting, becomes successful and wins a Nobel Prize; Hoover is a wealthy businessman who is going insane, sent over the brink by his encounter with Trout.
",https://en.wikipedia.org/wiki/Breakfast_of_Champions
623,Impostor (2001 film) - Wikipedia,"Impostor is a 2002 American science fiction psychological thriller film based upon the 1953 short story ""Impostor"" by Philip K. Dick. The film starred Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, and Mekhi Phifer and was directed by Gary Fleder.[3]
","Impostor is a 2002 American science fiction psychological thriller film based upon the 1953 short story ""Impostor"" by Philip K. Dick. The film starred Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, and Mekhi Phifer and was directed by Gary Fleder.[3]
",https://en.wikipedia.org/wiki/Impostor_(2002_film)
624,A Scanner Darkly (film) - Wikipedia,"A Scanner Darkly is a 2006 American adult animated psychological science fiction film written and directed by Richard Linklater; it is based on the 1977 novel of the same name by Philip K. Dick. The film tells the story of identity and deception in a near-future dystopia constantly under intrusive high-tech police surveillance in the midst of a drug addiction epidemic.
","A Scanner Darkly is a 2006 American adult animated psychological science fiction film written and directed by Richard Linklater; it is based on the 1977 novel of the same name by Philip K. Dick. The film tells the story of identity and deception in a near-future dystopia constantly under intrusive high-tech police surveillance in the midst of a drug addiction epidemic.
",https://en.wikipedia.org/wiki/A_Scanner_Darkly_(film)
625,The Adjustment Bureau - Wikipedia,"The Adjustment Bureau is a 2011 American science fiction romantic thriller film written and directed by George Nolfi, based on the 1954 Philip K. Dick short story ""Adjustment Team"".[3] Starring Matt Damon, Emily Blunt, Anthony Mackie, John Slattery, and Terence Stamp, the film tells the story of a United States congressman who discovers that what appear to be chance events in his life are controlled by a mysterious, powerful group. After an event not planned by these controllers occurs—a romantic encounter with a dancer—he struggles against their manipulation, despite their promise of a great future for him.
","The Adjustment Bureau is a 2011 American science fiction romantic thriller film written and directed by George Nolfi, based on the 1954 Philip K. Dick short story ""Adjustment Team"".[3] Starring Matt Damon, Emily Blunt, Anthony Mackie, John Slattery, and Terence Stamp, the film tells the story of a United States congressman who discovers that what appear to be chance events in his life are controlled by a mysterious, powerful group. After an event not planned by these controllers occurs—a romantic encounter with a dancer—he struggles against their manipulation, despite their promise of a great future for him.
",https://en.wikipedia.org/wiki/The_Adjustment_Bureau
626,Box office - Wikipedia,"Box office business can be measured in the terms of the number of tickets sold or the amount of money raised by ticket sales (revenue). The projection and analysis of these earnings is greatly important for the creative industries and often a source of interest for fans. This is predominant in the Hollywood movie industry.
","Box office business can be measured in the terms of the number of tickets sold or the amount of money raised by ticket sales (revenue). The projection and analysis of these earnings is greatly important for the creative industries and often a source of interest for fans. This is predominant in the Hollywood movie industry.
",https://en.wikipedia.org/wiki/Box-office
627,List of films set in the future - Wikipedia,"
","
",https://en.wikipedia.org/wiki/List_of_films_set_in_the_future
628,Outline of science fiction - Wikipedia,"Science fiction – a genre of fiction dealing with the impact of imagined innovations in science or technology, often in a futuristic setting.[1][2][3] Exploring the consequences of such innovations is the traditional purpose of science fiction, making it a ""literature of ideas"".[4]
","Science fiction – a genre of fiction dealing with the impact of imagined innovations in science or technology, often in a futuristic setting.[1][2][3] Exploring the consequences of such innovations is the traditional purpose of science fiction, making it a ""literature of ideas"".[4]
","https://en.wikipedia.org/wiki/Genres,_subcategories_and_related_topics_to_science_fiction"
629,Hugo Award for Best Dramatic Presentation - Wikipedia,"The award was first presented in 1958, and with the exceptions of 1964 and 1966 was given annually through 2002 when it was retired in favor of the newly created Dramatic Presentation (Long Form) and Dramatic Presentation (Short Form) categories, which divided the category depending on whether the work was longer or shorter than 90 minutes. In the 1964 and 1966 awards there were insufficient nominations made to support the category.[4][5] Prior to 1971, the category was defined as including works from ""radio, television, stage or screen"", and thereafter was expanded to ""any medium of dramatized science fiction or fantasy"", resulting in the nomination of recorded songs and other works.[6] In addition to the regular Hugo awards, since 1996 Retrospective Hugo Awards, or ""Retro Hugos"", have been available to be awarded for years 50, 75, or 100 years prior in which no awards were given.[7] To date, Retro Hugo awards have been awarded for 1939, 1941, 1943–1946, 1951, and 1954; the 1946 and 1951 awards were for the Best Dramatic Presentation category while the 1939, 1945, and 1954 awards were for the Short Form category. There were insufficient nominations to support an award in the Long Form category for those years. The 1941 and 1944 awards were for both Long and Short Form.[8]
","The award was first presented in 1958, and with the exceptions of 1964 and 1966 was given annually through 2002 when it was retired in favor of the newly created Dramatic Presentation (Long Form) and Dramatic Presentation (Short Form) categories, which divided the category depending on whether the work was longer or shorter than 90 minutes. In the 1964 and 1966 awards there were insufficient nominations made to support the category.[4][5] Prior to 1971, the category was defined as including works from ""radio, television, stage or screen"", and thereafter was expanded to ""any medium of dramatized science fiction or fantasy"", resulting in the nomination of recorded songs and other works.[6] In addition to the regular Hugo awards, since 1996 Retrospective Hugo Awards, or ""Retro Hugos"", have been available to be awarded for years 50, 75, or 100 years prior in which no awards were given.[7] To date, Retro Hugo awards have been awarded for 1939, 1941, 1943–1946, 1951, and 1954; the 1946 and 1951 awards were for the Best Dramatic Presentation category while the 1939, 1945, and 1954 awards were for the Short Form category. There were insufficient nominations to support an award in the Long Form category for those years. The 1941 and 1944 awards were for both Long and Short Form.[8]
",https://en.wikipedia.org/wiki/Hugo_Award_for_Best_Dramatic_Presentation
630,Saturn Award for Best Science Fiction Film - Wikipedia,"In the list below, winners are listed first in bold, followed by the other nominees. The number of the ceremony (1st, 2nd, etc.) appears in parentheses after the awards year, linked to the article (if any) on that ceremony.
","In the list below, winners are listed first in bold, followed by the other nominees. The number of the ceremony (1st, 2nd, etc.) appears in parentheses after the awards year, linked to the article (if any) on that ceremony.
",https://en.wikipedia.org/wiki/Saturn_Award_for_Best_Science_Fiction_Film
631,ISBN - Wikipedia,"The International Standard Book Number (ISBN) is a numeric commercial book identifier that is intended to be unique.[a][b] Publishers purchase ISBNs from an affiliate of the International ISBN Agency.[1]
","The International Standard Book Number (ISBN) is a numeric commercial book identifier that is intended to be unique.[a][b] Publishers purchase ISBNs from an affiliate of the International ISBN Agency.[1]
",https://en.wikipedia.org/wiki/ISBN_(identifier)
632,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-1-315-10864-3
633,OCLC - Wikipedia,"OCLC, Inc., doing business as OCLC,[6] is an American nonprofit cooperative organization ""that provides shared technology services, original research, and community programs for its membership and the library community at large"".[5] It was founded in 1967 as the Ohio College Library Center, then became the Online Computer Library Center as it expanded. In 2017, the name was formally changed to OCLC, Inc.[6] OCLC and thousands of its member libraries cooperatively produce and maintain WorldCat, the largest online public access catalog (OPAC) in the world.[7] OCLC is funded mainly by the fees that libraries pay (around $217.8 million annually in total as of 2021[update]) for the many different services it offers.[3] OCLC also maintains the Dewey Decimal Classification system.
","OCLC, Inc., doing business as OCLC,[6] is an American nonprofit cooperative organization ""that provides shared technology services, original research, and community programs for its membership and the library community at large"".[5] It was founded in 1967 as the Ohio College Library Center, then became the Online Computer Library Center as it expanded. In 2017, the name was formally changed to OCLC, Inc.[6] OCLC and thousands of its member libraries cooperatively produce and maintain WorldCat, the largest online public access catalog (OPAC) in the world.[7] OCLC is funded mainly by the fees that libraries pay (around $217.8 million annually in total as of 2021[update]) for the many different services it offers.[3] OCLC also maintains the Dewey Decimal Classification system.
",https://en.wikipedia.org/wiki/OCLC_(identifier)
634,Rutgers University Press - Wikipedia,"Rutgers University Press, a nonprofit academic publishing house operating in New Brunswick, New Jersey, under the auspices of
Rutgers University, was founded on March 26, 1936. Since then, the Press has grown in size and the scope of its publishing program. Among the original areas of specialization were Civil War history and European history. The Press’ current areas of specialization include sociology, anthropology, health policy, history of medicine, human rights, urban studies, Jewish studies, American studies, film and media studies, the environment, and books about New Jersey and the mid–Atlantic region. The press consists of a small team of 18 full-time staff members.[3]
","Rutgers University Press, a nonprofit academic publishing house operating in New Brunswick, New Jersey, under the auspices of
Rutgers University, was founded on March 26, 1936. Since then, the Press has grown in size and the scope of its publishing program. Among the original areas of specialization were Civil War history and European history. The Press’ current areas of specialization include sociology, anthropology, health policy, history of medicine, human rights, urban studies, Jewish studies, American studies, film and media studies, the environment, and books about New Jersey and the mid–Atlantic region. The press consists of a small team of 18 full-time staff members.[3]
",https://en.wikipedia.org/wiki/Rutgers_University_Press
635,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-8135-2492-X
636,Taylor & Francis - Wikipedia,"Taylor & Francis Group is an international company originating in England that publishes books and academic journals. Its parts include Taylor & Francis, Routledge, F1000 Research or Dovepress.[6] It is a division of Informa plc, a United Kingdom–based publisher and conference company.[7]
","Taylor & Francis Group is an international company originating in England that publishes books and academic journals. Its parts include Taylor & Francis, Routledge, F1000 Research or Dovepress.[6] It is a division of Informa plc, a United Kingdom–based publisher and conference company.[7]
",https://en.wikipedia.org/wiki/Taylor_%26_Francis
637,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-8153-2932-6
638,Melbourne University Publishing - Wikipedia,"Melbourne University Publishing (MUP) is the book publishing arm of the University of Melbourne.
","Melbourne University Publishing (MUP) is the book publishing arm of the University of Melbourne.
",https://en.wikipedia.org/wiki/Melbourne_University_Publishing
639,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-0-522-85258-5
640,IMDb - Wikipedia,"IMDb (an abbreviation of Internet Movie Database)[2] is an online database of information related to films, television series, home videos, video games, and streaming content online – including cast, production crew and personal biographies, plot summaries, trivia, ratings, and fan and critical reviews. IMDb began as a fan-operated movie database on the Usenet group ""rec.arts.movies"" in 1990, and moved to the Web in 1993. It is now owned and operated by IMDb.com, Inc., a subsidiary of Amazon.
","IMDb (an abbreviation of Internet Movie Database)[2] is an online database of information related to films, television series, home videos, video games, and streaming content online – including cast, production crew and personal biographies, plot summaries, trivia, ratings, and fan and critical reviews. IMDb began as a fan-operated movie database on the Usenet group ""rec.arts.movies"" in 1990, and moved to the Web in 1993. It is now owned and operated by IMDb.com, Inc., a subsidiary of Amazon.
",https://en.wikipedia.org/wiki/IMDb
641,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-7867-0485-3
642,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-1-4422-6842-5
643,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-0-292-75846-9
644,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-88-7180-716-4
645,1995 in literature - Wikipedia,"Uncertain dates
","Uncertain dates
",https://en.wikipedia.org/wiki/1995_in_literature
646,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-8065-1602-X
647,1997 in literature - Wikipedia,"Uncertain dates
","Uncertain dates
",https://en.wikipedia.org/wiki/1997_in_literature
648,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/1-56799-490-3
649,Phil Hardy (journalist) - Wikipedia,"Philippe George ""Phil"" 'Hardy (7 April 1945 – 8 April 2014)[1] was an English film and music industry journalist.
","Philippe George ""Phil"" 'Hardy (7 April 1945 – 8 April 2014)[1] was an English film and music industry journalist.
",https://en.wikipedia.org/wiki/Phil_Hardy_(journalist)
650,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-87951-626-7
651,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-8065-0875-2
652,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/0-87910-994-7
653,Book sources - Wikipedia,"This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
","This page links to catalogs of libraries, booksellers, and other book sources where you will be able to search for the book by its International Standard Book Number (ISBN).
",https://en.wikipedia.org/wiki/Special:BookSources/978-3-86505-249-0
654,2009 in literature - Wikipedia,"This article contains information about the literary events and publications of 2009.
","This article contains information about the literary events and publications of 2009.
",https://en.wikipedia.org/wiki/2009_in_literature
